fiscal_year,invoice_date,invoice_number,invoice_amount,payee,payment_date,payment_number,agency,expenditure_type,expenditure_category,spend_category,cost_center,project,program,grant_,fund,financing_source,region,extended_amount,ObjectId
2022,12/9/2021,2389343,127.25,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,-250.99,112974
2022,12/9/2021,2389343,127.25,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,127.25,113026
2022,12/28/2021,2400736,13.2,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,13.2,113030
2022,2/2/2022,2409858,74.92,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,74.92,113035
2022,1/31/2022,2409852,13.81,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,13.81,113040
2022,2/2/2022,2409853,243.86,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,243.86,113044
2022,1/5/2022,2402793,18.3,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,18.3,113048
2022,1/25/2022,2407905,21.29,OFFICE DEPOT INC,2/16/2022,1194262,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,21.29,113053
2022,1/10/2022,2402796,225,PSYTAC PLLC,2/16/2022,1194267,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,225,113058
2022,1/6/2022,2402015,8100,PSYTAC PLLC,2/16/2022,1194267,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,8100,113062
2022,1/10/2022,2401251,250,PSYTAC PLLC,2/16/2022,1194267,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,250,113069
2022,12/31/2021,2400726,1119.75,VOIANCE LANGUAGE SERVICES LLC,2/16/2022,1194306,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Language Services,,,,,General Fund,,,1119.75,113074
2022,12/3/2021,2400718,5630,SUBURBAN TOWING INC,2/16/2022,1194283,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,5630,113079
2022,11/5/2021,2400715,9967,SUBURBAN TOWING INC,2/16/2022,1194283,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,9967,113083
2022,11/19/2021,2400716,8005,SUBURBAN TOWING INC,2/16/2022,1194283,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,8005,113087
2022,10/8/2021,2369745,7600,SUBURBAN TOWING INC,2/16/2022,1194283,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,7600,113090
2022,1/12/2022,2409265,3165,PB ELECTRONICS INC,2/16/2022,1194265,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Maintenance/Repair Services                          ,,,,,General Fund,,,3165,113260
2022,12/21/2021,2397776,25,ROCKY MOUNTAIN LOGISTICS INC,2/16/2022,1194272,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,25,113266
2022,12/8/2021,2389325,-208.35,GALLS PARENT HOLDINGS LLC,2/16/2022,1194146,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,-208.35,113272
2022,11/11/2021,2375846,671.5,GALLS PARENT HOLDINGS LLC,2/16/2022,1194146,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,671.5,113279
2022,12/20/2021,2402170,880,ROCKY MOUNTAIN LOGISTICS INC,2/16/2022,1194272,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,880,113292
2022,10/29/2021,2400755,927.86,KIESLER POLICE SUPPLY INC,2/16/2022,1194149,Louisville Metro Police Department,Metro Government Operations,Supplies,Ammunition,,,,,General Fund,,,927.86,113299
2022,1/4/2022,2400748,4992,BOUND TREE MEDICAL LLC,2/16/2022,1194210,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,4992,113313
2022,1/4/2022,2400711,418.6,SIRCHIE AQUISITION COMPANY LLC,2/16/2022,1194153,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,418.6,113320
2022,12/15/2021,2389392,378.6,CDW LLC,2/16/2022,1194212,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,378.6,113326
2022,12/14/2021,2391261,104,US BANK EQUIPMENT FINANCE,2/16/2022,1194303,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,104,113333
2022,11/12/2021,2400969,104,US BANK EQUIPMENT FINANCE,2/16/2022,1194303,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,104,113340
2022,2/14/2022,2413674,304.33,LOUISVILLE GAS & ELECTRIC COMPANY,2/15/2022,1194132,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,304.33,113493
2022,2/14/2022,2413675,920.22,LOUISVILLE GAS & ELECTRIC COMPANY,2/15/2022,1194132,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,920.22,113500
2022,9/29/2021,2353753,2708.33,ASSET AND SECURITY SERVICES LLC,10/11/2021,1170483,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,2708.33,115370
2022,9/29/2021,2353750,3545.45,ASSET AND SECURITY SERVICES LLC,10/11/2021,1170483,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,3545.45,115373
2022,9/29/2021,2353758,5833.33,ASSET AND SECURITY SERVICES LLC,10/11/2021,1170483,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,5833.33,115375
2022,9/29/2021,2353761,6000,ASSET AND SECURITY SERVICES LLC,10/11/2021,1170483,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6000,115380
2022,9/15/2021,2349327,55.04,NET TRANSCRIPTS INC,10/11/2021,1170585,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,55.04,115384
2022,10/5/2021,2353647,200,KYLE OTT,10/11/2021,1170375,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Insurance Other                             ,,,,,General Fund,,,200,115388
2022,8/31/2021,2351418,116.25,HIGHWAY SAFETY SERVICES,10/7/2021,1170225,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,116.25,115883
2022,10/4/2021,2352345,119.25,LOUISVILLE GAS & ELECTRIC COMPANY,10/7/2021,1170370,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,119.25,116141
2022,8/31/2021,2345934,12685,BERLA CORPORATION,10/6/2021,1169921,Louisville Metro Police Department,Metro Government Operations,Equipment/Capital Outlay,Law Enforcement Equipment,,,,,Federally Funded,,,12685,117125
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,11,117693
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,22,117700
2022,9/1/2021,2351135,633.75,I3-IMAGESOFT INC,10/4/2021,1169118,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Payments to Contractors,,,,,General Fund,,,633.75,117708
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,197.08,117710
2022,7/9/2021,2351095,540000,AXON ENTERPRISE INC,10/4/2021,1169074,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,540000,117717
2022,9/22/2021,2351096,2056720.11,AXON ENTERPRISE INC,10/4/2021,1169074,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,2056720.11,117764
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,4.4,117771
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,284.63,117819
2022,8/20/2021,2351521,725000,COMMONWEALTH OF KENTUCKY,10/4/2021,1169203,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,725000,117825
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,28.43,117829
2022,6/30/2021,2351319,6600,FORENSIC MEDICAL SERVICES INC,10/4/2021,1169112,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6600,117834
2022,7/1/2021,2351320,11650,FORENSIC MEDICAL SERVICES INC,10/4/2021,1169112,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,11650,117845
2022,8/7/2021,2351321,5700,FORENSIC MEDICAL SERVICES INC,10/4/2021,1169112,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,5700,117850
2022,7/1/2021,2351323,12785,FORENSIC MEDICAL SERVICES INC,10/4/2021,1169112,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,12785,117855
2022,7/1/2021,2351324,8200,FORENSIC MEDICAL SERVICES INC,10/4/2021,1169112,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,8200,117861
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,76.73,117865
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,94.73,117870
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,86.16,117875
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,11,117880
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,36,117909
2022,5/10/2021,2349099,863.16,KONICA MINOLTA BUSINESS SOLUTIONS,10/4/2021,1169195,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,11,117911
2022,9/8/2021,2345970,500,KYLE OWENS,10/4/2021,1169129,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,500,117915
2022,9/10/2021,2345912,62.93,OFFICE DEPOT INC,9/30/2021,1168940,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,62.93,117952
2022,8/31/2021,2349606,135,ROCKY MOUNTAIN LOGISTICS INC,9/30/2021,1168944,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,135,117956
2022,10/1/2021,2351523,1000,GARY DEAN WILSON,10/4/2021,1169204,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,Gen Council NDF,,,1000,117974
2022,5/24/2021,2349699,161.84,BEST STAMP & SEAL CO INC,9/29/2021,1168822,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,161.84,118111
2022,5/24/2021,2346436,17.81,BEST STAMP & SEAL CO INC,9/29/2021,1168822,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,17.81,118117
2022,5/24/2021,2346436,17.81,BEST STAMP & SEAL CO INC,9/29/2021,1168822,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,17.46,118124
2022,5/24/2021,2346436,17.81,BEST STAMP & SEAL CO INC,9/29/2021,1168822,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,-17.46,118139
2022,8/30/2021,2348097,1459.12,BEST STAMP & SEAL CO INC,9/29/2021,1168822,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,1459.12,118146
2022,8/23/2021,2349604,2925,KENTUCKY CORRECTIONAL INDUSTRIES (KCI),9/29/2021,1168743,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,2925,118154
2022,7/30/2021,2343077,5954.5,SUBURBAN TOWING INC,9/29/2021,1168797,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,5954.5,118162
2022,7/2/2021,2334576,5921.5,SUBURBAN TOWING INC,9/29/2021,1168797,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Wrecker Services                           ,,,,,General Fund,,,5921.5,118169
2022,8/12/2021,2334574,246.45,UNIFIRST CORPORATION,9/29/2021,1168809,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.45,118175
2022,8/26/2021,2343070,246.45,UNIFIRST CORPORATION,9/29/2021,1168809,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.45,118183
2022,8/19/2021,2343834,246.45,UNIFIRST CORPORATION,9/29/2021,1168809,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.45,118190
2022,8/11/2021,2348158,156.18,GENUINE PARTS COMPANY,9/30/2021,1168916,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,156.18,118388
2022,1/20/2022,2409786,3190.54,TEXAS BARCODE SYSTEMS,2/10/2022,1193281,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,8.64,119192
2022,1/20/2022,2409786,3190.54,TEXAS BARCODE SYSTEMS,2/10/2022,1193281,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,3181.9,119195
2022,1/20/2022,2409706,12500,RESURGENCE CALIFORNIA,2/9/2022,1193144,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,12500,119374
2022,2/2/2022,2409352,223.83,MICHAEL CONNER,2/9/2022,1193137,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,223.83,119375
2022,1/12/2022,2407912,1172.39,LOUISVILLE GAS & ELECTRIC COMPANY,2/9/2022,1193188,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,1172.39,119376
2022,11/2/2021,2409315,35.98,KROGER CO,2/9/2022,1193124,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,35.98,119377
2022,11/2/2021,2409313,33.97,KROGER CO,2/9/2022,1193124,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,33.97,119378
2022,2/1/2022,2409855,907.01,THOMSON REUTERS SCIENTIFIC INC,2/10/2022,1193376,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,907.01,119393
2022,10/7/2021,2409329,255,FIRST LH2 LLC,2/9/2022,1193104,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,255,119930
2022,7/17/2021,2392466,173.92,SAPPHIRE HOSPITALITY LLC,2/9/2022,1193146,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,173.92,119934
2022,11/5/2021,2407455,585,I3-IMAGESOFT INC,2/7/2022,1192804,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Payments to Contractors,,,,,General Fund,,,585,120192
2022,11/16/2021,2407457,385,I3-IMAGESOFT INC,2/7/2022,1192804,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Payments to Contractors,,,,,General Fund,,,385,120215
2022,2/1/2022,2408864,5225,SHAWN M HERRON,2/7/2022,1192865,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,5225,120219
2022,1/4/2022,2400743,27.36,SPECIFIC WASTE INDUSTRIES LLC,2/7/2022,1192679,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,27.36,120226
2022,1/4/2022,2407426,26597.44,AT&T SERVICES INC,2/7/2022,1192740,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,23258.95,120232
2022,1/4/2022,2402071,2695,DME FORENSICS INCORPORATED,2/7/2022,1192771,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,2695,120240
2022,9/3/2021,2408862,76,GAMBER-JOHNSON LLC,2/7/2022,1192785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Maintenance/Repair Services                          ,,,,,General Fund,,,76,120247
2022,1/17/2022,2408863,76,GAMBER-JOHNSON LLC,2/7/2022,1192785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Maintenance/Repair Services                          ,,,,,General Fund,,,76,120253
2022,12/18/2021,2400695,57.08,UNITED PARCEL SERVICE,2/7/2022,1192888,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,56.37,120259
2022,1/13/2022,2408924,2100,MARIYA LEYDERMAN TARSHISH,2/7/2022,1192841,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,2100,120266
2022,2/1/2022,2408861,3350,ASSET AND SECURITY SERVICES LLC,2/7/2022,1192736,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,Misc Federal Agreements,,,3350,120738
2022,1/24/2022,2407902,145.7,OFFICE DEPOT INC,2/7/2022,1192849,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,25.5,120745
2022,1/24/2022,2407902,145.7,OFFICE DEPOT INC,2/7/2022,1192849,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,44.5,120753
2022,1/24/2022,2407902,145.7,OFFICE DEPOT INC,2/7/2022,1192849,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,18.34,120759
2022,1/24/2022,2407902,145.7,OFFICE DEPOT INC,2/7/2022,1192849,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,17.35,120763
2022,1/24/2022,2407902,145.7,OFFICE DEPOT INC,2/7/2022,1192849,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,40.01,120766
2022,1/7/2022,2400926,1800,G-FIT INC,2/2/2022,1191740,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,1800,120803
2022,12/29/2021,2400708,20384,GALLS PARENT HOLDINGS LLC,2/2/2022,1191646,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,20384,120807
2022,2/1/2022,2408859,6000,ASSET AND SECURITY SERVICES LLC,2/7/2022,1192736,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6000,121009
2022,1/26/2022,2407332,66.16,POWERDMS INC,2/2/2022,1191937,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,66.16,121193
2022,1/31/2022,2407672,1670,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1670,121194
2022,1/31/2022,2407675,840,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,840,121195
2022,1/31/2022,2407669,1700,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1700,121196
2022,1/31/2022,2407670,1610,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1610,121197
2022,1/13/2022,2407287,30,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,30,121198
2022,2/1/2022,2407790,1700,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1700,121199
2022,2/1/2022,2407831,60,T-MOBILE USA INC,2/2/2022,1191785,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,60,121200
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,613.44,121913
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,682.32,121919
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,69.65,121924
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,67.6,121930
2022,11/11/2021,2375909,2528,STANLEY SCHULTZE & CO INC,2/14/2022,1193489,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Payments to Contractors,,,,,General Fund,,,2528,121935
2022,2/8/2022,2410232,40.05,AMAZON COM,2/14/2022,1193533,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,40.05,121939
2022,5/14/2021,2397551,120,SAFETY SHOE DISTRIBUTORS OF OKI INC,2/14/2022,1193488,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,120,121946
2022,12/31/2021,2400749,12.95,TYLER MOUNTAIN WATER CO INC,2/14/2022,1193615,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,12.95,121952
2022,10/26/2021,2402804,27.7,TYLER MOUNTAIN WATER CO INC,2/14/2022,1193614,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,27.7,121957
2022,1/31/2022,2408858,12.95,TYLER MOUNTAIN WATER CO INC,2/14/2022,1193614,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,12.95,121965
2022,1/20/2022,2405393,50,HIGHWAY SAFETY SERVICES,2/14/2022,1193561,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,50,121969
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,849.61,122080
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,269.4,122085
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,400.45,122091
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,273.94,122097
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,239.17,122103
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,387.18,122109
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,697.45,122115
2022,11/30/2021,2387964,11190.4,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,277.93,122116
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,778.5,122117
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,308.38,122118
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,298.94,122119
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,913.28,122120
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,296.38,122121
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,419.16,122122
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,433.29,122123
2022,12/31/2021,2400729,12184.46,CINCINNATI COPIERS INC,2/14/2022,1193543,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,308.29,122124
